,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,left_heel_x,left_heel_y,right_heel_x,right_heel_y,left_foot_index_x,left_foot_index_y,right_foot_index_x,right_foot_index_y
57,-0.2173992693424224,-0.2500197142362594,-0.06990247964859,-0.3226194679737091,-0.0351212620735168,0.0400015264749527,0.0351212620735168,-0.0400015264749527,0.0452772080898284,0.2180766016244888,0.2192716896533966,-0.0853768736124038,0.1605874598026275,0.3912693411111831,-0.0418753623962402,-0.5905165672302246,0.186088353395462,0.4137147814035415,0.4211508929729461,-0.0570714324712753,0.1342361867427826,0.4108552485704422,0.4773972332477569,-0.0716016739606857
75,-0.153545007109642,-0.2478733658790588,-0.0914698541164398,-0.2774674147367477,-0.0332524478435516,0.0293444097042083,0.0332524478435516,-0.0293444097042083,0.1142424046993255,0.2045809924602508,0.2631372511386871,-0.0206872820854187,0.2365158796310424,0.4157755672931671,0.2509999871253967,-0.4861733019351959,0.2479479610919952,0.4469650685787201,0.5367260277271271,0.0081410109996795,0.2590182721614837,0.4353030025959015,0.5807563364505768,-0.0467790961265563
1,-0.1906294077634811,-0.2431630194187164,-0.0680771321058273,-0.315344750881195,-0.0333540588617324,0.0487747490406036,0.0333540588617324,-0.0487747490406036,0.0893182307481765,0.2078406512737274,0.2145843654870987,-0.0031082928180694,0.2206967025995254,0.3692103922367096,0.0718609392642974,-0.4876629710197449,0.2345094233751297,0.403570681810379,0.4444217830896377,0.040182739496231,0.195731058716774,0.3635989725589752,0.4714885503053665,0.0171490013599395
32,-0.1774615049362182,-0.2774951457977295,-0.0150551348924636,-0.2907423079013824,-0.0351622551679611,0.0263131260871887,0.0351622551679611,-0.0263131260871887,0.1098660975694656,0.1571537852287292,0.2289172559976577,-0.0040890574455261,0.2196833044290542,0.3030383586883545,0.1042077839374542,-0.5329645276069641,0.2337085753679275,0.333401620388031,0.4617290049791336,0.0704637169837951,0.2242953926324844,0.296994686126709,0.5035304576158524,0.0086975693702697
81,-0.0726894736289978,-0.2653992772102356,-0.0040113478899002,-0.2911194264888763,-0.0320753455162048,0.0114092230796813,0.0320753455162048,-0.0114092230796813,0.0969207882881164,0.2301113903522491,0.2337832450866699,0.1241975724697113,0.1983503997325897,0.4588333666324615,0.1802762746810913,-0.1723752617835998,0.1964566111564636,0.4864939749240875,0.429941177368164,0.3351700007915497,0.2430305778980255,0.4893018305301666,0.5018110275268555,0.3197172582149505
14,-0.2163450866937637,-0.270155668258667,-0.0428867042064666,-0.3192325085401535,-0.0417991876602172,0.0373464971780777,0.0417991876602172,-0.0373464971780777,0.0920760333538055,0.2407817989587783,0.2507962584495544,0.0308860093355178,0.2509897351264953,0.4122796207666397,0.1149867177009582,-0.4518140256404876,0.284999668598175,0.4382664710283279,0.5009341239929199,0.0588791519403457,0.2055103182792663,0.4294160157442093,0.5444903373718262,0.0826319605112075
68,-0.1700725555419922,-0.2330859899520874,-0.1011176407337188,-0.3002979904413223,-0.0162525027990341,0.0385031700134277,0.0162525027990341,-0.0385031700134277,0.1331129223108291,0.1722313165664672,0.1969649642705917,-0.0072959661483764,0.2401767820119857,0.3728094100952148,0.0586991012096405,-0.4620102643966675,0.2503716796636581,0.4068018794059753,0.4036056846380234,0.0874422192573547,0.297037586569786,0.3935436010360718,0.4397231191396713,0.016458511352539
19,-0.1903713792562484,-0.2350828796625137,-0.1080778539180755,-0.271727442741394,-0.0336037874221801,0.0206152647733688,0.0336037874221801,-0.0206152647733688,0.0706340372562408,0.225081130862236,0.2744798958301544,-0.0380118638277053,0.2462349832057953,0.3949004858732223,0.2241049408912658,-0.3633686602115631,0.2533204257488251,0.3972029536962509,0.5510929524898529,0.1709399670362472,0.2033928632736206,0.4291893690824508,0.5452607572078705,0.1247298568487167
29,-0.2480073571205139,-0.2264217436313629,-0.0744630992412567,-0.3038607239723205,-0.0399648547172546,0.0406896770000457,0.0399648547172546,-0.0406896770000457,0.0948249995708465,0.178638070821762,0.2138679921627044,0.0004834234714508,0.2200531661510467,0.3228814899921417,-0.0051906704902648,-0.566130518913269,0.2382057607173919,0.3506702482700348,0.4476258456707001,0.004685491323471,0.2335686981678009,0.314326673746109,0.4832453429698944,-0.0125921070575714
49,-0.1984282657504081,-0.2958518862724304,-0.1094453111290931,-0.3510560691356659,-0.0441194102168083,0.0439569056034088,0.0441194102168083,-0.0439569056034088,0.1036470457911491,0.2397046387195587,0.3002726957201957,0.0017969906330108,0.2782811447978019,0.4219633042812347,0.2703206390142441,-0.4492633938789367,0.3005999848246574,0.4485048353672027,0.5805690810084343,0.0839669406414032,0.2467294260859489,0.4042240083217621,0.6199124380946159,0.0643953382968902
92,0.0145746916532516,-0.2543897181749344,0.0082239359617233,-0.2978077828884125,-0.0063707679510116,0.0150806903839111,0.0063707679510116,-0.0150806903839111,0.1135612279176712,0.2075987458229065,0.2083991914987564,0.0411176085472106,0.1818730682134628,0.4350691437721252,0.1332388818264007,-0.2927095890045166,0.1770176142454147,0.4659877419471741,0.430697962641716,0.2176927328109741,0.2460833638906479,0.4627745747566223,0.4999605268239975,0.1479395627975464
93,-0.1046234145760536,-0.2827152907848358,-0.0127880498766899,-0.2800309956073761,-0.0256179198622703,0.0061285495758056,0.0256179198622703,-0.0061285495758056,0.1364469453692436,0.1985049843788147,0.2153315469622612,0.0363949537277221,0.272822730243206,0.3778226375579834,0.2117478102445602,-0.4105068445205688,0.2956607565283775,0.4039984345436096,0.4541212245821953,0.1331595182418823,0.2910390421748161,0.4003292918205261,0.4903793856501579,0.1072002053260803
69,-0.2915534377098083,-0.1326408982276916,-0.1856134086847305,-0.2632230520248413,-0.0309745371341705,0.0530580580234527,0.0309745371341705,-0.0530580580234527,0.0910598337650299,0.2383213937282562,0.234409362077713,-0.0188934504985809,0.2189902365207672,0.4332832396030426,0.0052408576011657,-0.4173313975334167,0.2484218180179596,0.4594578444957733,0.4561327993869781,0.0329751968383789,0.1851011216640472,0.4803877770900726,0.4938160479068756,-0.0023250877857208
20,-0.1469825357198715,-0.2864603102207184,-0.0633358657360076,-0.2865371853113174,-0.0255588740110397,0.0146337002515792,0.0255588740110397,-0.0146337002515792,0.0617799013853073,0.2201971858739853,0.2551208585500717,0.0298804491758346,0.2247801274061203,0.3958875983953476,0.2089389264583587,-0.418744295835495,0.2556909769773483,0.4232889860868454,0.5313284248113632,0.0860854238271713,0.2067294865846634,0.4302261918783188,0.5907187908887863,0.1181749552488327
89,-0.0410056263208389,-0.2633105516433716,-0.0192542672157287,-0.2830001562833786,-0.0094428360462188,0.008596196770668,0.0094428360462188,-0.008596196770668,0.1154990494251251,0.1970594376325607,0.2182595431804657,0.0657614916563034,0.1967497169971466,0.3968847841024399,0.1372745037078857,-0.3045346438884735,0.2056470215320587,0.4220429509878158,0.4293288886547088,0.2159917801618576,0.2333671748638153,0.4312480539083481,0.4854033291339874,0.1715771406888961
72,-0.2382722795009613,-0.2389995753765106,-0.1204885989427566,-0.3067605793476105,-0.0347214639186859,0.0376146137714386,0.0347214639186859,-0.0376146137714386,0.0882979929447174,0.213301807641983,0.262884646654129,0.0133809149265289,0.2157972753047943,0.4028686583042145,0.1524022221565246,-0.410158634185791,0.2402423918247223,0.4335759580135345,0.5096050202846527,0.1250706017017364,0.2064918577671051,0.4221291840076446,0.5560102760791779,0.0971066653728485
77,-0.0743130818009376,-0.2624712437391281,-0.0824184939265251,-0.2769597321748733,-0.0170918628573417,0.0219320803880691,0.0170918628573417,-0.0219320803880691,0.1600353345274925,0.1981401592493057,0.2389953657984733,-0.0562853068113327,0.3068966194987297,0.3866970688104629,0.2487873882055282,-0.5495080053806305,0.3226839229464531,0.4209830313920975,0.5142704769968987,-0.0536498874425888,0.3246408030390739,0.3955913335084915,0.5400162264704704,-0.1134181767702102
25,-0.2664410769939422,-0.2550218254327774,-0.0862052887678146,-0.3361199647188186,-0.0490205585956573,0.0417399257421493,0.0490205585956573,-0.0417399257421493,0.0220231711864471,0.2208923548460006,0.2556515038013458,0.0004466027021408,0.1798469722270965,0.3833513706922531,0.1678424477577209,-0.5000178515911102,0.2229134142398834,0.4214552491903305,0.5267229974269867,0.0315003246068954,0.1056514680385589,0.4143429845571518,0.5710690319538116,0.0588898509740829
37,-0.1331464797258377,-0.3483228981494903,0.0459016263484954,-0.3160334229469299,-0.0443279445171356,0.0216339528560638,0.0443279445171356,-0.0216339528560638,0.1128035485744476,0.1860053241252899,0.2815180420875549,-0.0054324567317962,0.2494655847549438,0.3049937784671783,0.2340649366378784,-0.5664334297180176,0.2758769392967224,0.3320702016353607,0.5150778889656067,0.052209585905075,0.2709863781929016,0.3094699680805206,0.5596016049385071,0.0433337986469268
46,-0.2055559605360031,-0.2575752139091491,-0.1170887798070907,-0.311489075422287,-0.0385168641805648,0.0465659499168396,0.0385168641805648,-0.0465659499168396,0.1028680950403213,0.2075079083442688,0.2596807032823562,-0.0490321815013885,0.2771645337343216,0.3795947432518005,0.1887591183185577,-0.5384044349193573,0.3027857095003128,0.4151741862297058,0.5305525213479996,-0.0142323076725006,0.2554321438074112,0.3612322211265564,0.5842511206865311,-0.0288414061069488
39,-0.1845775097608566,-0.298740804195404,-0.0467311143875122,-0.3107980489730835,-0.0386703610420227,0.0294571220874786,0.0386703610420227,-0.0294571220874786,0.0975936949253082,0.1795603334903717,0.2525496482849121,0.0048275887966156,0.260743498802185,0.3260273039340973,0.2237786650657653,-0.5483100414276123,0.2946535348892212,0.3531616628170013,0.5342921614646912,0.104095846414566,0.2254192233085632,0.3413579761981964,0.5616950392723083,0.041337639093399
65,-0.1710594594478607,-0.2652463763952255,-0.0456502884626388,-0.3067881017923355,-0.0349200218915939,0.03468818962574,0.0349200218915939,-0.03468818962574,0.1222920268774032,0.2082521468400955,0.2642290741205215,0.0244804769754409,0.2550844103097915,0.3797431141138077,0.1140176355838775,-0.4297315776348114,0.2732915431261062,0.4127725511789322,0.4941888004541397,0.1207382827997207,0.2636907249689102,0.3836840540170669,0.5478421598672867,0.0868687778711319
58,-0.175891101360321,-0.2921030521392822,-0.0521198511123657,-0.3339935541152954,-0.0351700186729431,0.0383880138397216,0.0351700186729431,-0.0383880138397216,0.1172888875007629,0.2129124999046325,0.2145994901657104,0.0192613005638122,0.2564803957939148,0.3835501074790954,0.0970350503921508,-0.4415376782417297,0.2758641839027405,0.4178327918052673,0.4530190825462341,0.1095908880233764,0.2701544165611267,0.3920454978942871,0.4851368069648742,0.0958610773086547
12,-0.2328428477048874,-0.1859854757785797,-0.0815630853176117,-0.2763055115938186,-0.0432914495468139,0.0488420724868774,0.0432914495468139,-0.0488420724868774,0.0691065192222595,0.2152842283248901,0.2061259746551513,-0.043751984834671,0.1986997127532959,0.359225869178772,0.020668625831604,-0.4956411123275757,0.2322905659675598,0.3889098167419433,0.423978328704834,0.015363335609436,0.1398857235908508,0.3947129845619201,0.4684416651725769,-0.0004540681838989
70,-0.1261306777596473,-0.270376592874527,-0.0718597695231437,-0.2789132297039032,-0.0266900286078453,0.0290843546390533,0.0266900286078453,-0.0290843546390533,0.1332356259226799,0.2189490497112274,0.2619704231619835,-0.0490759313106536,0.2690311893820762,0.414773017168045,0.2731875628232956,-0.502278596162796,0.2842136844992637,0.4454704225063324,0.5614333376288414,0.0123351514339447,0.2891339287161827,0.4185647070407867,0.6174702867865562,-0.0447926521301269
36,-0.1982890367507934,-0.2868727445602417,-0.0342528522014617,-0.3162681758403778,-0.0364678800106048,0.0334182977676391,0.0364678800106048,-0.0334182977676391,0.0884312689304351,0.1787713766098022,0.2276041805744171,-0.0201592445373535,0.1975987255573272,0.302808940410614,0.0256246328353881,-0.6327057480812073,0.2119626700878143,0.3259512782096863,0.4404228031635284,-0.0506299138069152,0.1961314976215362,0.3066874742507934,0.4807747304439544,-0.0657544136047363
21,-0.0913648456335067,-0.2987592220306396,-0.0791155248880386,-0.2984079867601394,-0.0226618945598602,0.0128290206193923,0.0226618945598602,-0.0128290206193923,0.0623626410961151,0.2377683669328689,0.2688454389572143,0.0508395582437515,0.2170003056526184,0.4126294404268265,0.2127946615219116,-0.3535771667957306,0.2489056587219238,0.435045376420021,0.5384661555290222,0.2347306758165359,0.2021824121475219,0.4421631246805191,0.564429521560669,0.2161823064088821
83,-0.0910860151052475,-0.259983628988266,0.0408225208520889,-0.2901044487953186,-0.0365523546934127,0.0130780041217803,0.0365523546934127,-0.0130780041217803,0.113071009516716,0.1869396269321441,0.2456663995981216,0.0916300117969513,0.238184705376625,0.3765390813350677,0.1408943235874176,-0.304211676120758,0.2516876608133316,0.4028700888156891,0.4454836994409561,0.216857224702835,0.2548583894968033,0.3813434541225433,0.508883610367775,0.1967562735080719
9,-0.2246120721101761,-0.2634687423706054,-0.0536020249128341,-0.3282157480716705,-0.0365717858076095,0.0401570498943328,0.0365717858076095,-0.0401570498943328,0.0256619304418563,0.1889443695545196,0.198612555861473,-0.0139487087726593,0.1578796952962875,0.3297350704669952,-0.0300613939762115,-0.568368136882782,0.1799609512090683,0.3537761270999908,0.4266586750745773,0.0273592770099639,0.1336952894926071,0.3290059268474579,0.4092911332845688,-0.0159042179584503
91,-0.1060598045587539,-0.3378359675407409,0.034201368689537,-0.3062435239553451,-0.0405001193284988,0.0103552490472793,0.0405001193284988,-0.0103552490472793,0.0806636661291122,0.2115552574396133,0.1602952927350998,0.0437754541635513,0.2520916908979416,0.4229699522256851,0.0185973346233367,-0.3875975310802459,0.2755563110113144,0.4404133111238479,0.360357865691185,0.1273834854364395,0.2680196613073349,0.435690775513649,0.3949367851018905,0.0778520256280899
67,-0.1760683953762054,-0.2613473534584045,-0.0490244030952453,-0.3054018169641495,-0.0350410640239715,0.0293106734752655,0.0350410640239715,-0.0293106734752655,0.1150009632110595,0.2022322118282318,0.2318895757198333,0.0573860108852386,0.2650990784168243,0.3765694200992584,0.1044420003890991,-0.4171743392944336,0.2844904959201813,0.4135738313198089,0.4609926640987396,0.190455287694931,0.2901279628276825,0.3919396102428436,0.5059275329113007,0.1206512153148651
64,-0.1904636472463607,-0.2893283665180206,-0.0692926943302154,-0.3138022124767303,-0.0347922146320343,0.0387032032012939,0.0347922146320343,-0.0387032032012939,0.1463088691234588,0.221364140510559,0.2563999593257904,0.0045539140701293,0.2980584800243377,0.3769159317016601,0.1153768897056579,-0.4821723699569702,0.3246532380580902,0.4138519167900085,0.4999541342258453,0.0765717029571533,0.2952404916286468,0.3775201439857483,0.5557161867618561,0.0668674111366272
47,-0.2232072800397873,-0.2323186099529266,-0.1346760988235473,-0.3123097717761993,-0.036253809928894,0.0510560274124145,0.036253809928894,-0.0510560274124145,0.1031343638896942,0.2455857396125793,0.2666845619678497,-0.028233528137207,0.2627469003200531,0.4209012389183044,0.1917254328727722,-0.4994258880615234,0.2886838614940643,0.4518683552742004,0.5417077243328094,-0.012256383895874,0.2512799203395843,0.4118877649307251,0.5809647738933563,-0.0071478486061096
44,-0.2044206410646438,-0.27021324634552,-0.1253225952386856,-0.317806139588356,-0.0379915535449981,0.0399680584669113,0.0379915535449981,-0.0399680584669113,0.0692041516304016,0.2250804156064987,0.2706729769706726,-0.0058100670576095,0.2250992655754089,0.3864013403654098,0.1587542295455932,-0.4705326855182647,0.2591752409934997,0.4215214699506759,0.520341157913208,0.0148091167211532,0.19683438539505,0.3900706022977829,0.5479111671447754,0.0278162211179733
